DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Address,Cross Street,Location,Zip Codes,Census Tracts,Precinct Boundaries,LA Specific Plans,Council Districts,Neighborhood Councils (Certified)
231904147,01/04/2023,01/04/2023,1230,19,Mission,1972,997,TRAFFIC COLLISION,3006 3028 4026 3030 3037 3101,65,F,H,101,STREET,RAYEN                        ST,KESTER                       AV,"(34.2337, -118.463)",18914,125,1108,,1,73
230704368,01/10/2023,01/04/2023,2125,07,Wilshire,0729,997,TRAFFIC COLLISION,3004 3028 4007 3034 3037 3101 3401 3701,29,M,W,101,STREET,3RD                          ST,RIMPAU                       BL,"(34.0689, -118.3303)",23081,577,874,,7,86
230704178,01/10/2023,01/04/2023,2315,07,Wilshire,0785,997,TRAFFIC COLLISION,3006 3028 3030 3037 3101 3401 3701 4027 3035,22,M,A,101,STREET,23RD                         ST,WEST                         BL,"(34.0361, -118.3392)",23077,655,1111,,12,69
231704117,01/04/2023,01/04/2023,0700,17,Devonshire,1705,997,TRAFFIC COLLISION,3101 3011 3028 4026 3030 3034 3037,,M,O,101,STREET,BALBOA                       BL,OROZCO                       ST,"(34.3075, -118.5026)",19329,50,1406,,2,78
232004141,01/04/2023,01/04/2023,2030,20,Olympic,2058,997,TRAFFIC COLLISION,3004 3025 3035 3037 3101 3401 3701 4020 3029,70,M,A,101,STREET,OLYMPIC                      BL,ELDEN                        AV,"(34.0524, -118.2877)",22723,622,479,,11,8
231904331,01/09/2023,01/04/2023,1730,19,Mission,1916,997,TRAFFIC COLLISION,3037 3101 3006 3028 4026 3030 3032,48,M,H,101,STREET,GLENOAKS                     BL,POLK                         ST,"(34.3076, -118.4497)",18912,44,222,,1,47
230104499,01/08/2023,01/04/2023,0940,01,Central,0157,997,TRAFFIC COLLISION,3006 0605 3101 3401 3701 3037 3034 3028 3033,,F,H,101,STREET,SAN PEDRO                    ST,6TH                          ST,"(34.0423, -118.2453)",23074,537,1289,,9,76
230604160,01/05/2023,01/04/2023,1920,06,Hollywood,0625,997,TRAFFIC COLLISION,3028 3037 3101 3401 3701 4006 3034 3011,30,,,101,STREET,HIGHLAND                     AV,FRANKLIN                     AV,"(34.1052, -118.3371)",23446,408,718,,7,82
230604362,01/09/2023,01/04/2023,1929,06,Hollywood,0646,997,TRAFFIC COLLISION,3003 3024 3029 4027 3035 3037 3101 3401 3701 1218,41,M,H,101,STREET,SUNSET                       BL,CHEROKEE                     AV,"(34.098, -118.3353)",23446,422,468,,8,34
230804240,01/08/2023,01/04/2023,0645,08,West LA,0813,997,TRAFFIC COLLISION,3037 3101 3401 3701 3035 3004 3025 4027,60,M,W,101,STREET,SUNSET                       BL,SALTAIR                      AV,"(34.0613, -118.4747)",23680,840,1219,9,10,
230904098,01/04/2023,01/04/2023,0411,09,Van Nuys,0914,997,TRAFFIC COLLISION,3101 3011 3028 3030 3034 3037 4009,99,F,O,102,SIDEWALK,SEPULVEDA                    BL,VANOWEN                      ST,"(34.1939, -118.4662)",19734,227,560,,3,18
231004163,01/04/2023,01/04/2023,1715,10,West Valley,1078,997,TRAFFIC COLLISION,3011 3025 4026 3034 3037 3101,27,M,H,101,STREET,VENTURA                      BL,LA MAIDA                     ST,"(34.1588, -118.4994)",19737,326,1499,6,6,62
231004164,01/04/2023,01/04/2023,1745,10,West Valley,1067,997,TRAFFIC COLLISION,3003 3025 4026 3029 3036 3101,73,F,W,101,STREET,WHITE OAK                    AV,BURBANK                      BL,"(34.166, -118.5095)",4286,325,1498,,6,62
231504144,01/04/2023,01/04/2023,0105,15,N Hollywood,1532,997,TRAFFIC COLLISION,3003 3025 4015 3029 3037 3101,20,M,H,101,STREET,LAUREL CANYON                BL,CALIFA                       ST,"(34.1773, -118.3965)",8890,188,564,,5,70
231504154,01/05/2023,01/04/2023,0017,15,N Hollywood,1548,997,TRAFFIC COLLISION,3101 3006 3028 3030 3037 4015,40,M,O,101,STREET,MCCORMICK                    ST,VINELAND                     AV,"(34.1659, -118.3705)",8488,209,279,,5,13
231504129,01/04/2023,01/04/2023,0105,15,N Hollywood,1514,997,TRAFFIC COLLISION,3602 3101 3006 3028 4026 3034 3037 3039,11,M,H,101,STREET,LAUREL CANYON                BL,DEHOUGNE                     ST,"(34.1958, -118.3965)",8888,175,495,,5,14
231704119,01/04/2023,01/04/2023,0755,17,Devonshire,1779,997,TRAFFIC COLLISION,3101 3004 3026 4026 3034 3036,42,F,H,101,STREET,NORDHOFF                     ST,GLORIA                       AV,"(34.2356, -118.4807)",18914,121,252,,2,88
231904162,01/05/2023,01/04/2023,1830,19,Mission,1921,997,TRAFFIC COLLISION,3602 3101 3004 3026 3037 3038 4019,22,M,H,101,STREET,BLEDSOE                      ST,HADDON                       AV,"(34.3008, -118.4703)",18912,51,642,,1,47
231004144,01/04/2023,01/04/2023,0900,10,West Valley,1037,997,TRAFFIC COLLISION,3104 3011 3028 4026 3030 3034 3037,99,F,H,101,STREET,LOUISE                       AV,VICTORY                      BL,"(34.1866, -118.5098)",19734,2337,1223,,3,62
230904113,01/05/2023,01/04/2023,2100,09,Van Nuys,0939,997,TRAFFIC COLLISION,3006 3028 3039 3037 3101 4009,32,M,O,101,STREET,COLDWATER CANYON             AV,OXNARD                       ST,"(34.1794, -118.4138)",8889,200,525,,5,70
231605226,02/07/2023,01/04/2023,2348,16,Foothill,1601,997,TRAFFIC COLLISION,3104 4026 3011 3028 3030 3037,45,M,O,101,STREET,11500    GLENOAKS                     BL,,"(34.2865, -118.4161)",18910,20,249,,1,11
240904154,01/05/2024,01/04/2023,1355,09,Van Nuys,0952,997,TRAFFIC COLLISION,,40,M,O,101,STREET,SEPULVEDA,VENTURA,"(34.1684, -118.4586)",19735,247,666,,7,83
241304183,01/04/2024,01/04/2023,1630,13,Newton,1347,997,TRAFFIC COLLISION,0605 3004 3028 3033 3034 3037 3101 4024,27,M,H,101,STREET,ALAMEDA,42ND,"(34.006, -118.2394)",24353,709,980,7,13,51
230704179,01/05/2023,01/05/2023,0650,07,Wilshire,0717,997,TRAFFIC COLLISION,3011 3028 4027 3034 3037 3101 3401 3701,40,,,101,STREET,BEVERLY                      BL,LAS PALMAS                   AV,"(34.0762, -118.3369)",22721,624,1515,,7,86
230104266,01/05/2023,01/05/2023,1200,01,Central,0129,997,TRAFFIC COLLISION,0605 3006 3028 3030 4024 3101 3401 3701 3037 3034,99,M,W,101,STREET,GAREY,JACKSON,"(34.0513, -118.2344)",22728,533,466,,9,28
231204229,01/05/2023,01/05/2023,0430,12,77th Street,1249,997,TRAFFIC COLLISION,4012 3101 3036 3011 3030,56,F,O,101,STREET,64TH                         ST,FLOWER                       ST,"(33.9813, -118.2821)",22352,774,992,7,14,
232004146,01/05/2023,01/05/2023,0720,20,Olympic,2035,997,TRAFFIC COLLISION,3003 3026 4027 3029 3035 3037 3101 3401 3701,59,F,O,101,STREET,WILSHIRE                     BL,MARIPOSA                     AV,"(34.0618, -118.2992)",22726,598,1261,,12,89
230704188,01/05/2023,01/05/2023,0755,07,Wilshire,0778,997,TRAFFIC COLLISION,3004 3026 4027 3034 3036 3101 3401 3701,60,F,H,101,STREET,WASHINGTON                   BL,6TH                          AV,"(34.0399, -118.3237)",23080,648,927,,12,19
230804158,01/05/2023,01/05/2023,0805,08,West LA,0834,997,TRAFFIC COLLISION,3034 3037 3101 3401 3701 3028 4027 3011 3030,22,,,103,ALLEY,SANTA MONICA                 BL,MANNING                      AV,"(34.052, -118.4323)",23443,856,747,9,6,72
231504182,01/05/2023,01/05/2023,2200,15,N Hollywood,1521,997,TRAFFIC COLLISION,3004 3026 4026 3029 3033 3035 3037,31,M,H,103,ALLEY,FULTON                       AV,SHERMAN                      WY,"(34.2012, -118.4225)",8888,,286,,5,71
230804178,01/05/2023,01/05/2023,1950,08,West LA,0817,997,TRAFFIC COLLISION,3035 3037 3101 3401 3701 3064 3025 3029 4027,20,F,A,101,STREET,WESTWOOD                     BL,WEYBURN                      AV,"(34.0626, -118.4454)",23442,847,1254,9,6,72
231304262,01/05/2023,01/05/2023,0045,13,Newton,1353,997,TRAFFIC COLLISION,3401 3701 3006 0605 3028 3030 3033 3037 3101 4013,40,F,H,101,STREET,VERNON                       AV,MCKINLEY                     AV,"(34.0039, -118.2609)",22727,717,893,7,13,
231304271,01/05/2023,01/05/2023,1930,13,Newton,1367,997,TRAFFIC COLLISION,3401 3701 3033 0605 3006 3028 3037 3039 3101 4024,19,F,H,101,STREET,COMPTON,48TH,"(34.0002, -118.2478)",22727,719,982,7,13,51
230104333,01/05/2023,01/05/2023,1620,01,Central,0111,997,TRAFFIC COLLISION,3004 3026 3029 3101 4024 0605 3401 3701 3037 3033,52,M,H,101,STREET,BROADWAY,COLLEGE                      ST,"(34.064, -118.2375)",22728,540,449,,11,28
231204226,01/05/2023,01/05/2023,1725,12,77th Street,1218,997,TRAFFIC COLLISION,3025 4012 3003 3029 3036 3101,58,F,H,101,STREET,HOOVER                       ST,57TH                         ST,"(33.9901, -118.2871)",23668,745,990,7,13,2
230304227,01/05/2023,01/05/2023,1725,03,Southwest,0325,997,TRAFFIC COLLISION,3004 3026 3029 4025,32,M,O,101,STREET,VERMONT                      AV,27TH                         ST,"(34.0305, -118.2915)",22724,683,651,7,14,32
230904171,01/05/2023,01/05/2023,1420,09,Van Nuys,0901,997,TRAFFIC COLLISION,3004 3028 4026 3036 3101,36,F,O,101,STREET,SHERMAN                      WY,SEPULVEDA                    BL,"(34.2013, -118.4662)",19733,220,1323,,3,18
231204235,01/05/2023,01/05/2023,1849,12,77th Street,1259,997,TRAFFIC COLLISION,4012 3030 3101 3037 3004,25,F,H,101,STREET,79TH                         ST,AVALON                       BL,"(33.9674, -118.2652)",22352,796,1001,7,13,46
231804326,01/05/2023,01/05/2023,0830,18,Southeast,1824,997,TRAFFIC COLLISION,3011 3028 4025 3034 3101,79,M,H,101,STREET,CENTRAL                      AV,101ST                        ST,"(33.9449, -118.2541)",22351,806,360,7,14,45
232104129,01/05/2023,01/05/2023,0810,21,Topanga,2158,997,TRAFFIC COLLISION,3004 3025 4026 3034 3036 3101,27,F,H,101,STREET,ERWIN                        ST,VARIEL                       AV,"(34.1829, -118.5928)",19347,295,1107,2,4,49
231904183,01/05/2023,01/05/2023,1330,19,Mission,1998,997,TRAFFIC COLLISION,3002 3004 3028 4026 3034 3037 3101,63,F,A,101,STREET,LANARK                       ST,LENNOX                       AV,"(34.2175, -118.445)",19730,150,1300,,3,59
230704211,01/05/2023,01/05/2023,1755,07,Wilshire,0759,997,TRAFFIC COLLISION,2004 3035 3037 3101 3401 3701 4027 3003 3024,57,F,O,101,STREET,CRENSHAW                     BL,PICO                         BL,"(34.0478, -118.3267)",23080,648,899,,12,19
230404284,01/09/2023,01/05/2023,1830,04,Hollenbeck,0466,997,TRAFFIC COLLISION,3006 3039 3101 0605 3401 3701 4004 3037 3033 3035,47,M,H,101,STREET,MOTT,MICHIGAN,"(34.0436, -118.2051)",23450,519,945,,9,38
232004160,01/05/2023,01/05/2023,1350,20,Olympic,2038,997,TRAFFIC COLLISION,3004 3026 3029 4027 3035 3037 3101 3401 3701,68,M,A,101,STREET,8TH                          ST,VERMONT                      AV,"(34.0578, -118.2916)",22722,600,684,,12,63
230604169,01/05/2023,01/05/2023,0800,06,Hollywood,0638,997,TRAFFIC COLLISION,3028 3030 3034 3037 4027 3006 3101 3401 3701,22,,,101,STREET,FRANKLIN                     AV,ARGYLE                       AV,"(34.1052, -118.3252)",23446,417,485,,8,64
231904180,01/05/2023,01/05/2023,0915,19,Mission,1902,997,TRAFFIC COLLISION,3101 3011 3025 4026 3034 3037 3039,,M,O,101,STREET,TYLER                        ST,DRONFIELD                    AV,"(34.3156, -118.4472)",18912,44,1529,,1,47
230704189,01/05/2023,01/05/2023,1155,07,Wilshire,0755,997,TRAFFIC COLLISION,4027 3011 3025 3034 3036 3101 3401 3701,22,,,101,STREET,SAN VICENTE                  BL,HAUSER                       BL,"(34.0542, -118.3555)",23080,638,1351,,7,23
230604333,01/09/2023,01/05/2023,0125,06,Hollywood,0636,997,TRAFFIC COLLISION,3004 3028 3030 4006 3034 3036 3101 3401 3701,20,M,W,101,STREET,HOLLYWOOD                    BL,LAS PALMAS                   AV,"(34.1016, -118.3361)",23446,416,864,,8,82
231704137,01/05/2023,01/05/2023,0020,17,Devonshire,1721,997,TRAFFIC COLLISION,3034 3011 3028 4017 3037 3101,,M,O,108,PARKING LOT,VALLEY CIRCLE                BL,DEVONSHIRE                   ST,"(34.2572, -118.6125)",4284,88,271,,2,43
232004654,01/19/2023,01/05/2023,1945,20,Olympic,2046,997,TRAFFIC COLLISION,4020 3004 3025 3035 3037 3101 3401 3701,43,M,B,101,STREET,VERMONT                      AV,SAN MARINO                   ST,"(34.055, -118.2916)",22723,599,1246,,12,63
230904115,01/05/2023,01/05/2023,0005,09,Van Nuys,0948,997,TRAFFIC COLLISION,3037 3004 3028 3039 4009 3602 3101,28,M,W,101,STREET,WOODMAN                      AV,OXNARD                       ST,"(34.1794, -118.4312)",19729,201,510,,5,70
230904170,01/05/2023,01/05/2023,1313,09,Van Nuys,0971,997,TRAFFIC COLLISION,3004 3028 4026 3034 3036 3101,28,M,H,101,STREET,SEPULVEDA                    BL,CAMARILLO                    ST,"(34.1576, -118.4659)",19732,335,883,,7,83
231904188,01/05/2023,01/05/2023,1320,19,Mission,1993,997,TRAFFIC COLLISION,3006 3028 3034 3037 3101 4026,33,M,H,101,STREET,SEPULVEDA                    BL,LANARK                       ST,"(34.2179, -118.466)",19730,141,424,,3,59
231904190,01/05/2023,01/05/2023,1800,19,Mission,1977,997,TRAFFIC COLLISION,3008 3025 4026 3029 3036 3101,26,M,H,101,STREET,WOODMAN                      AV,OSBORNE                      ST,"(34.2329, -118.4387)",18907,146,307,,3,59
230305204,01/25/2023,01/05/2023,0445,03,Southwest,0395,997,TRAFFIC COLLISION,3006 3028 4025 3030,25,M,O,101,STREET,BUDLONG                      AV,40TH                         PL,"(34.0073, -118.3108)",24027,732,1023,7,14,35
230605729,02/09/2023,01/05/2023,2005,06,Hollywood,0636,997,TRAFFIC COLLISION,3006 3028 3030 3035 3037 4027,42,F,B,101,STREET,VINE                         ST,YUCCA                        ST,"(34.1037, -118.3267)",23446,415,573,,8,64
231006267,02/28/2023,01/05/2023,1045,10,West Valley,1079,997,TRAFFIC COLLISION,3037 3101 3006 3028 4026 3030 3032,36,M,W,101,STREET,VENTURA                      BL,ORION                        AV,"(34.1545, -118.47)",19732,338,678,6,6,62
230810870,06/15/2023,01/05/2023,1900,08,West LA,0835,997,TRAFFIC COLLISION,3004 3028 3030 3035 3037 4027,25,F,W,101,STREET,WESTWOOD                     BL,MISSOURI                     AV,"(34.0482, -118.4355)",23443,860,736,9,6,75
231404147,01/06/2023,01/06/2023,0230,14,Pacific,1473,997,TRAFFIC COLLISION,3006 3028 3039 4014 3035 3037 3101 3401 3701,40,M,O,101,STREET,PERSHING                     DR,CAMPDELL                     ST,"(33.957, -118.4428)",25075,929,1141,10,10,16
231004194,01/06/2023,01/06/2023,0855,10,West Valley,1041,997,TRAFFIC COLLISION,3004 3028 4010 3034 3037 3101,25,F,H,101,STREET,TAMPA                        AV,TOPHAM                       ST,"(34.181, -118.5535)",19339,317,1493,,4,10
230104388,01/06/2023,01/06/2023,1055,01,Central,0182,997,TRAFFIC COLLISION,0605 3024 3033 3036 4024 3101 3401 3701 3004 3035,28,M,H,101,STREET,HILL                         ST,OLYMPIC                      BL,"(34.0417, -118.2584)",23076,547,1050,,9,76
230204243,01/06/2023,01/06/2023,1730,02,Rampart,0271,997,TRAFFIC COLLISION,0605 3025 3033 3037 3101 4024 3401 3701 3008 3035,52,F,A,101,STREET,OLYMPIC,ALVARADO,"(34.052, -118.2804)",22723,572,867,,11,63
230404212,01/06/2023,01/06/2023,1950,04,Hollenbeck,0464,997,TRAFFIC COLLISION,0605 3003 3025 3101 4024 3401 3701 3037 3033 3103,36,F,H,101,STREET,SOTO                         ST,4TH                          ST,"(34.0406, -118.2118)",23450,523,947,,9,38
230104421,01/07/2023,01/06/2023,2310,01,Central,0185,997,TRAFFIC COLLISION,0605 3006 3028 3034 3037 3101 4024 3033 3401 3701,99,M,O,101,STREET,S  BROADWAY,W  11TH                         ST,"(34.0396, -118.259)",23076,547,773,,9,76
230504213,01/06/2023,01/06/2023,0135,05,Harbor,0509,997,TRAFFIC COLLISION,3011 3028 4025 3034 3039,52,M,W,102,SIDEWALK,WESTERN,LOMITA,"(33.7978, -118.3075)",26327,948,386,,15,29
230304272,01/06/2023,01/06/2023,1155,03,Southwest,0362,997,TRAFFIC COLLISION,3003 3026 3029 4025,65,F,B,101,STREET,KING                         BL,NICOLET                      AV,"(34.017, -118.3477)",22725,764,1030,7,12,54
230704256,01/06/2023,01/06/2023,1835,07,Wilshire,0778,997,TRAFFIC COLLISION,3011 3026 4007 3034 3037 3101 3401 3701,61,,,101,STREET,WASHINGTON                   BL,7TH                          AV,"(34.0399, -118.3248)",23080,648,1105,,12,19
230504241,01/06/2023,01/06/2023,1320,05,Harbor,0507,997,TRAFFIC COLLISION,3004 3025 4025,51,F,H,101,STREET,NORMANDIE                    AV,223RD                        ST,"(33.8245, -118.2992)",25715,946,1321,,15,55
231004195,01/06/2023,01/06/2023,1700,10,West Valley,1063,997,TRAFFIC COLLISION,3014 4026 3034 3037 3024 3101,57,M,W,101,STREET,VENTURA                      BL,WILBUR                       AV,"(34.1722, -118.5447)",19339,320,1496,6,4,10
231204276,01/06/2023,01/06/2023,1740,12,77th Street,1213,997,TRAFFIC COLLISION,3011 3028 3030 4025 3101,50,M,H,101,STREET,CIMARRON                     ST,54TH                         ST,"(33.9932, -118.316)",24027,743,622,7,14,35
231204278,01/06/2023,01/06/2023,2045,12,77th Street,1249,997,TRAFFIC COLLISION,3002 3028 4025 3034 3036 3602 3101,28,M,O,101,STREET,FIGUEROA                     ST,FLORENCE                     AV,"(33.9747, -118.2827)",23675,774,756,7,14,
231804407,01/07/2023,01/06/2023,2115,18,Southeast,1844,997,TRAFFIC COLLISION,3011 3028 3034 4025,,M,O,101,STREET,108TH                        ST,TOWNE                        AV,"(33.9383, -118.2674)",24355,808,1190,7,14,45
231804397,01/06/2023,01/06/2023,1950,18,Southeast,1802,997,TRAFFIC COLLISION,3011 3028 3034 4025 3101,,M,O,101,STREET,BROADWAY,MANCHESTER                   AV,"(33.9601, -118.2783)",22352,795,1002,7,13,45
231504372,01/10/2023,01/06/2023,1300,15,N Hollywood,1583,997,TRAFFIC COLLISION,3004 3028 4015 3030 3032 3037 3101,31,F,W,101,STREET,VENTURA                      BL,RADFORD                      AV,"(34.1437, -118.3928)",8492,347,390,6,5,84
231604183,01/10/2023,01/06/2023,1430,16,Foothill,1684,997,TRAFFIC COLLISION,3006 3028 3030 3037 3104 4016,40,M,W,101,STREET,11700    ARMINTA                      ST,,"(34.2139, -118.3878)",8888,161,473,,3,14
230404319,01/10/2023,01/06/2023,0745,04,Hollenbeck,0464,997,TRAFFIC COLLISION,0605 3101 3401 3701 4004 3036 3034 3004 3028 3033,48,F,W,101,STREET,ST LOUIS                     ST,CESAR E CHAVEZ               AV,"(34.0485, -118.2115)",23450,512,509,,9,38
230604223,01/06/2023,01/06/2023,1230,06,Hollywood,0642,997,TRAFFIC COLLISION,3006 3034 3037 3101 3401 3701 3028 4027,46,F,H,101,STREET,SPAULDING                    AV,SUNSET                       BL,"(34.0981, -118.3571)",23677,409,457,,7,82
230904180,01/06/2023,01/06/2023,0900,09,Van Nuys,0904,997,TRAFFIC COLLISION,3004 3026 4026 3034 3036 3101,34,M,H,101,STREET,VAN NUYS                     BL,SATICOY                      ST,"(34.2085, -118.4488)",19733,218,263,,3,18
232104185,01/06/2023,01/06/2023,1530,21,Topanga,2145,997,TRAFFIC COLLISION,3003 4026 3029 3036 3025 3101,44,F,W,101,STREET,TOPANGA CANYON               BL,KITTRIDGE                    ST,"(34.1911, -118.6059)",4278,297,434,2,4,49
230604221,01/06/2023,01/06/2023,0915,06,Hollywood,0631,997,TRAFFIC COLLISION,3006 3028 3034 4027 3037 3101 3401 3701,22,,,101,STREET,TANAGER                      WY,THRASHER                     AV,"(34.0977, -118.3862)",24034,459,729,,7,81
231904209,01/06/2023,01/06/2023,0745,19,Mission,1981,997,TRAFFIC COLLISION,3026 4026 3034 3037 3015 3101,99,F,H,101,STREET,SEPULVEDA                    BL,ROSCOE                       BL,"(34.2214, -118.4677)",19730,141,424,,3,59
231504245,01/07/2023,01/06/2023,2345,15,N Hollywood,1535,997,TRAFFIC COLLISION,3004 3026 4026 3029 3037 3101,17,M,O,101,STREET,OXNARD                       ST,LANKERSHIM                   BL,"(34.1794, -118.3832)",8488,192,280,,5,13
231704223,01/06/2023,01/06/2023,0935,17,Devonshire,1721,997,TRAFFIC COLLISION,3003 3037 4026 3027 3101,73,M,W,101,STREET,TOPANGA CANYON               BL,SAN JOSE                     ST,"(34.2661, -118.6153)",4284,88,1252,,2,43
230904232,01/06/2023,01/06/2023,1340,09,Van Nuys,0943,997,TRAFFIC COLLISION,3004 3028 4026 3034 3037 3101,50,M,H,101,STREET,TIARA                        ST,VAN NUYS                     BL,"(34.1785, -118.4487)",19729,243,1337,,7,18
231204304,01/11/2023,01/06/2023,0300,12,77th Street,1257,997,TRAFFIC COLLISION,3036 3004 3028 3030 3101,27,M,H,101,STREET,FIGUEROA                     ST,77TH                         ST,"(33.9698, -118.2827)",23675,776,1360,7,14,
